SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,arvestatud,mittearvestatud,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,mitteilmunud
K,SV,SVHI,HTHT.01.014,Magistritöö,0,0,2,3,2,1,0,0,0
K,SV,SVHI,HTHT.01.015,Võõrkeele õpetamise metoodika eelkursus,6,1,0,0,0,0,0,0,0
K,SV,SVHI,HTHT.01.016,Kvantitatiivse andmetöötluse praktikum,23,4,0,0,0,0,0,0,1
K,SV,SVHI,HTHT.02.001,Erialane inglise keel (B1 keeletase),0,0,9,6,0,2,0,0,0
K,SV,SVHI,HTHT.02.002,Erialane inglise keel õpetajatele (B2 keeletase),0,0,1,3,1,2,0,0,1
K,SV,SVHI,HTHT.02.004,Inglise keele praktiline grammatika I ja II kooliastme õpetajale (I),0,0,4,7,5,0,0,0,0
K,SV,SVHI,HTHT.02.006,Praktiline inglise keel I,0,0,8,4,5,0,0,1,0
K,SV,SVHI,HTHT.02.011,Kunstiajalugu ja kunstiteose analüüs,0,0,13,2,0,1,0,0,0
K,SV,SVHI,HTHT.02.012,Eritehnikad kunstiõpetuses,0,0,19,4,1,1,0,0,1
K,SV,SVHI,HTHT.02.013,"Värvi-, kompositsiooni- ja perspektiiviõpetus",0,0,16,1,0,0,0,0,1
K,SV,SVHI,HTHT.02.021,Rõivaste ajalugu ja õmblemise tehnoloogia,0,0,16,1,0,0,0,1,0
K,SV,SVHI,HTHT.02.042,Keeleliste osaoskuste õpetamine koolieelses eas,0,0,31,6,0,0,0,3,0
K,SV,SVHI,HTHT.02.048,Matemaatika didaktika I,0,0,18,11,3,1,0,1,0
K,SV,SVHI,HTOS.02.198,Rütmika ja muusikaline liikumine I,0,0,19,7,1,0,0,0,0
K,SV,SVHI,HTOS.02.204,Eesti keele algõpetuse didaktika I,0,0,19,7,2,3,1,2,0
K,SV,SVHI,HTOS.02.205,Loodusõpetuse didaktika I,0,0,19,11,5,0,0,0,0
K,SV,SVHI,HTOS.02.225,Lapitööd,15,1,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.233,Kaasaegne eesti keel II,0,0,6,8,8,2,1,0,0
K,SV,SVHI,HTOS.02.234,Kaasaegne eesti keel III,0,0,8,9,7,7,3,2,0
K,SV,SVHI,HTOS.02.236,Elu mitmekesisus II,0,0,25,37,7,1,0,3,0
K,SV,SVHI,HTOS.02.237,Loodusõpetuse välipraktika,65,1,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.242,Tööõpetus esimeses kooliastmes,0,0,21,3,1,0,0,0,1
K,SV,SVHI,HTOS.02.244,Maailma lastekirjanduse autoreid,0,0,13,10,4,1,1,1,0
K,SV,SVHI,HTOS.02.245,Algebra ja funktsioonid,0,0,6,6,1,0,0,2,0
K,SV,SVHI,HTOS.02.258,Inglise keele didaktika esimeses ja teises kooliastmes I,16,1,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.260,Inglise keele didaktika esimeses ja teises kooliastmes II,0,0,9,1,1,0,0,1,0
K,SV,SVHI,HTOS.02.292,Alternatiivpedagoogika,18,2,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.394,Seminaritöö,66,0,0,0,0,0,0,0,2
K,SV,SVHI,HTOS.02.455,Uurimistöö läbiviimine ja kirjutamine,58,6,0,0,0,0,0,0,2
K,SV,SVHI,HTOS.02.459,Õppimine ja õpetamine väljaspool klassiruumi,18,1,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.460,Hariduslike erivajadustega laste abistamine,0,0,56,4,2,1,0,2,4
K,SV,SVHI,HTOS.02.471,Loodusõpetuse didaktika II,39,2,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.486,Akadeemilise teksti loomine,41,3,0,0,0,0,0,0,0
K,SV,SVHI,HTOS.02.491,Aritmeetika II,0,0,14,7,2,3,0,0,0
K,SV,SVHI,HTOS.02.500,Ühiskonnaõpetuse alused ja didaktika,0,0,15,5,2,0,0,1,0
K,SV,SVHI,HTOS.02.503,Kaasaegne eesti keel,0,0,6,22,9,6,3,0,1
K,SV,SVHI,HTPK.00.009,Magistriõppe seminar,17,0,0,0,0,0,0,0,3
K,SV,SVHI,HTPK.01.121,Õppekirjanduse koostamine,0,0,6,4,3,3,4,0,3
K,SV,SVHI,HTPK.01.122,Andragoogika,31,0,0,0,0,0,0,0,4
K,SV,SVHI,HTPK.01.135,Võrdlev hariduskorraldus,17,2,0,0,0,0,0,0,0
K,SV,SVHI,HTPK.01.214,Haridusõigus ja tööõigus õppeasutuses,7,0,0,0,0,0,0,0,3
K,SV,SVHI,HTPK.01.226,Konfliktidega toimetulek koolis,0,0,15,1,0,0,0,0,0
K,SV,SVHI,HTPK.02.102,Kasvatustöö praktika,6,0,0,0,0,0,0,0,0
K,SV,SVHI,HTPK.02.105,Õpilaste antisotsiaalne käitumine ja sekkumine koolis,0,0,13,6,11,0,0,0,1
K,SV,SVHI,HTPK.02.113,Elukestva õppe põhimõtted ja korraldus,32,0,0,0,0,0,0,0,1
K,SV,SVHI,HTPK.02.115,Perekonnaõpetus,0,0,15,4,1,0,0,0,1
K,SV,SVHI,HTPK.02.122,Karjääriplaneerimine,35,1,0,0,0,0,0,0,0
K,SV,SVHI,HTPK.02.125,Perekonnaelu ökoloogia ja eetika,0,0,4,0,0,0,0,0,1
K,SV,SVHI,SHHI.00.005,Magistritöö,9,0,5,7,4,2,0,0,0
K,SV,SVHI,SHHI.01.001,Kutseohutus ja ergonoomika,22,2,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.005,Õpilaste enesekohaste oskuste arendamine inimeseõpetuses,0,0,15,7,4,0,0,0,1
K,SV,SVHI,SHHI.01.026,Õppematerjali avaldamine,4,0,0,0,0,0,0,0,1
K,SV,SVHI,SHHI.01.030,Suhtlemine ja tagasiside haridusorganisatsioonis,0,0,152,81,30,23,6,1,12
K,SV,SVHI,SHHI.01.031,Pidev pedagoogiline praktika,149,6,0,0,0,0,0,0,3
K,SV,SVHI,SHHI.01.032,Pedagoogiline praktikum,106,0,0,0,0,0,0,0,3
K,SV,SVHI,SHHI.01.033,Doktoriseminarid,17,0,0,0,0,0,0,0,1
K,SV,SVHI,SHHI.01.037,Sotsiaalainete õpetaja pidev praktika,5,0,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.043,Juhendajaseminar,12,0,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.044,Kutseõpetajate põhipraktika I,16,0,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.048,Seminaritöö,9,7,0,0,0,0,0,0,5
K,SV,SVHI,SHHI.01.049,Bakalaureusetöö,0,0,3,6,6,1,2,0,0
K,SV,SVHI,SHHI.01.052,Mitmekesisus hariduses,28,2,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.055,"Lõiming põhikoolis, üldpädevused ja läbivad teemad",34,0,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.066,Andmeanalüüs kvalitatiivses uurimuses: sisuanalüüs,31,2,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.01.067,Uurimistöö seminar,10,5,0,0,0,0,0,0,2
K,SV,SVHI,SHHI.01.068,Pedagoogiline praktikum I,94,0,0,0,0,0,0,0,3
K,SV,SVHI,SHHI.01.077,Kiirlugemine,13,0,0,0,0,0,0,0,3
K,SV,SVHI,SHHI.02.001,Õpetaja kõnehääle arendamine ja häälehoid,38,0,0,0,0,0,0,0,1
K,SV,SVHI,SHHI.02.007,Briti maiskonnalugu põhikoolis,0,0,9,7,2,2,0,0,1
K,SV,SVHI,SHHI.02.008,Inglise keele praktiline grammatika I ja II kooliastme õpetajale (II),0,0,2,6,8,0,0,0,0
K,SV,SVHI,SHHI.02.009,Käsitöö ja kodunduse didaktika,0,0,12,4,1,1,1,0,0
K,SV,SVHI,SHHI.02.015,Magistritöö,0,0,2,2,6,3,1,0,0
K,SV,SVHI,SHHI.02.024,Lapse areng sotsiaalses keskkonnas,44,1,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.02.026,Valdkonna Mina ja Keskkond õpetamine koolieelses eas,40,4,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.02.027,Kunstitegevuste õpetamine koolieelses eas,0,0,28,9,3,3,0,0,2
K,SV,SVHI,SHHI.02.028,Muusikalised tegevused koolieelses eas,0,0,45,1,0,0,0,0,0
K,SV,SVHI,SHHI.02.029,Bakalaureusetöö,0,0,5,9,12,8,2,0,0
K,SV,SVHI,SHHI.02.030,Tervis ja heaolu koolis,0,0,20,7,0,1,2,0,0
K,SV,SVHI,SHHI.02.031,Koolieelne didaktika,0,0,30,9,0,0,0,0,2
K,SV,SVHI,SHHI.02.034,Algõpetuse didaktika,53,2,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.02.035,Koolieelse lasteasutuse õpetaja põhipraktika,0,0,35,12,3,0,0,0,0
K,SV,SVHI,SHHI.02.043,Muukeelne laps lasteaias,13,1,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.02.045,Pidev pedagoogiline praktika klassiõpetajatele,35,0,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.02.046,Klassiõpetaja pidev praktika,0,0,16,5,2,0,0,0,0
K,SV,SVHI,SHHI.02.048,Klassiõpetaja põhipraktika II,0,0,19,1,0,0,0,0,0
K,SV,SVHI,SHHI.02.055,Erialane inglise keel (C1 keeletase),0,0,4,5,1,0,0,0,0
K,SV,SVHI,SHHI.02.057,Juhendaja seminar II,14,3,0,0,0,0,0,0,0
K,SV,SVHI,SHHI.03.003,Bakalaureuseeksam eripedagoogikas,0,0,0,11,5,8,5,2,0
K,SV,SVHI,SHHI.03.006,Eripedagoogika alused,77,3,0,0,0,0,0,0,1
K,SV,SVHI,SHHI.03.012,Andekuse psühholoogia ja pedagoogika küsimusi,14,0,0,0,0,0,0,0,1
K,SV,SVHI,SHHI.03.018,"Kõnemotoorika puuded (düsartriad, apraksia)",0,0,6,8,9,4,0,0,0
K,SV,SVHI,SHHI.03.019,Arengulised keelepuuded,0,0,5,6,4,5,3,2,3
K,SV,SVHI,SHHI.03.020,Kõne sujuvuse puuded,0,0,11,13,6,0,0,0,0
K,SV,SVHI,SHHI.03.033,Kutseõpe erivajadustega noortele,0,0,12,7,12,3,0,0,2
K,SV,SVHI,SHHI.03.042,Pidev pedagoogiline praktika eripedagoogidele,73,1,0,0,0,0,0,0,1
K,SV,SVHI,SHHI.03.046,Koostöö erivajadustega lapse võrgustikus,0,0,2,14,11,8,1,0,0
K,SV,SVHI,SHHI.03.047,Laste ja noorukite emotsionaalne ja sotsiaalne areng,0,0,6,16,13,11,5,0,2
K,SV,SVHI,SHHI.03.052,Magistritöö,4,0,1,0,2,1,0,0,0
K,SV,SVHI,SHHI.03.070,Kõnearenduse praktikum,26,0,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.00.002,Erialane inglise keel koolieelse lasteasutuse õpetajale (B1),0,0,7,15,15,4,0,1,0
K,SV,SVHI,SVHI.00.003,Erialane inglise keel koolieelse lasteasutuse õpetajale (B2),0,0,17,13,5,1,0,0,0
K,SV,SVHI,SVHI.01.003,Suulise väljendusoskuse arendamine,15,1,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.005,Uurimuslik õpe,0,0,26,6,0,0,0,0,4
K,SV,SVHI,SVHI.01.011,Lastega filosofeerimine,31,2,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.012,Kvantitatiivsed uurimismeetodid haridusteaduses,0,0,8,0,3,0,0,0,2
K,SV,SVHI,SVHI.01.013,"Õpetaja vaimne, füüsiline ja emotsionaalne tervis ja tasakaal",23,2,0,0,0,0,0,0,4
K,SV,SVHI,SVHI.01.016,Pärimusliku ainese lõimimine koolieelses lasteasutuses,37,0,0,0,0,0,0,0,3
K,SV,SVHI,SVHI.01.020,Kahe aine õpetaja põhipraktika,8,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.021,Kolme aine õpetaja põhipraktika,17,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.026,Õpetajakoolituse põhipraktika,6,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.027,Juhendamine ja nõustamine,0,0,4,6,0,0,0,0,2
K,SV,SVHI,SVHI.01.029,Täiskasvanute õppimine ja õpetamine,10,0,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.032,Sissejuhatus õppimise ja õpetamise uurimisse,30,1,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.034,Isiklik professionaalne areng,62,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.036,Sissejuhatus hariduslikku eestvedamisse,31,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.038,Õppimise nüüdisaegsed käsitused,0,0,7,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.040,Haridusasutuse strateegiline juhtimine,21,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.041,Õppiva organisatsiooni kultuuri loomine ja juhtimine kogukonna kontekstis,20,0,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.042,Haridusasutuse korraldus ja administreerimine ümbritseva keskkonna ja kogukonna kontekstis,22,0,0,0,0,0,0,0,2
K,SV,SVHI,SVHI.01.048,Õppekava koostamise ja rakendamise alused,0,0,11,3,2,0,0,0,0
K,SV,SVHI,SVHI.01.051,Ettevõtluspedagoogika,5,0,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.052,Metoodika ja konteksti omandamise praktikum,29,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.054,Magistriõppe seminar,61,1,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.055,Magistritöö,28,0,9,6,7,2,0,0,0
K,SV,SVHI,SVHI.01.056,Põhipraktika,29,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.058,Digitaalne kirjaoskus,0,0,83,31,10,1,0,0,3
K,SV,SVHI,SVHI.01.060,Disainmõtlemine meeskonnajuhtidele,14,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.070,"Õppimine, õpetamine ja juhendamine",24,1,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.075,Bakalaureusetöö seminar,27,1,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.01.076,Magistritöö seminar,13,0,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.081,Õppekeskkond ja õppevara,0,0,194,52,9,1,0,1,7
K,SV,SVHI,SVHI.01.082,Kaasav haridus,252,0,0,0,0,0,0,0,13
K,SV,SVHI,SVHI.01.087,Algaja õpetaja professionaalne areng,11,0,0,0,0,0,0,0,1
K,SV,SVHI,SVHI.01.088,Teadlaseks kujunemine: toimetulek määramatusega akadeemilises maailmas,6,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.02.003,Eesti kultuuri- ja koolilugu,21,0,0,0,0,0,0,0,0
K,SV,SVHI,SVHI.02.005,Erialane inglise keel eripedagoogidele (B1 keeletase),0,0,4,2,1,0,0,0,2
K,SV,SVHI,SVHI.02.006,Erialane inglise keel eripedagoogidele (B2 keeletase),0,0,9,0,0,0,0,0,0
K,SV,SVHI,SVHI.02.008,Laps eesti kultuuriloos,0,0,41,13,6,2,1,0,5
K,SV,SVHI,SVHI.03.025,Logopeedia praktika kliinikus ja rehabilitatsiooniasutuses,0,0,4,4,2,0,0,0,1
K,SV,SVHI,SVHI.03.026,Eripedagoogi töö rehabilitatsioonisüsteemis,0,0,11,7,0,0,0,0,1
K,SV,SVHI,SVHI.03.027,Intellektipuudepedagoogika,0,0,12,10,5,0,0,0,1
K,SV,SVHI,SVHI.03.032,Eriklassis õpetamise ja eripedagoogilise nõustamise praktika,0,0,3,5,6,0,0,0,0
K,SV,SVHI,SVHI.03.033,Erivajadustega laste kaasamine lasteaias,0,0,8,11,8,4,4,0,2
K,SV,SVHI,SVHI.03.039,Õpiabi praktika,0,0,14,7,6,2,0,0,1
K,SV,SVHI,SVHI.06.011,Magistritöö,0,0,7,3,3,0,0,0,0
K,SV,SVHI,SVHI.06.028,Kõrgema taseme õppeülesannete kavandamine,0,0,0,0,4,8,0,0,1
K,SV,SVHI,SVHI.06.031,Haridustehnoloogiline uurimistöö,0,0,15,2,0,1,0,0,1
K,SV,SVHI,SVHI.08.003,Eneseregulatsioon,0,0,13,0,0,0,0,1,3
K,SV,SVJS,P2EC.00.072,Uurimismeetodid sotsiaalteadustes,0,0,1,4,4,0,0,0,2
K,SV,SVJS,P2EC.00.149,Euroopa Liidu ametlik dokumentatsioon ja andmebaasid,31,0,0,0,0,0,0,0,8
K,SV,SVJS,P2EC.00.210,Migratsioon ja inimressursside väljakutsed,0,0,4,3,1,0,0,0,1
K,SV,SVJS,P2EC.00.220,EL juhtimine ja poliitika kujundamine,0,0,3,5,2,0,0,0,3
K,SV,SVJS,P2EC.00.223,Regionaalsed majandusintegratsioonid,0,0,5,7,1,0,0,0,0
K,SV,SVJS,P2EC.00.229,EL maailmas,0,0,3,5,0,0,0,0,1
K,SV,SVJS,P2EC.00.230,Arenguseminar,24,0,0,0,0,0,0,0,0
K,SV,SVJS,P2EC.00.234,EL ajalugu ja integratsiooni protsessid,0,0,4,5,0,0,2,0,2
K,SV,SVJS,P2EC.00.235,EL ja Venemaa maailmas,0,0,5,2,5,1,0,0,0
K,SV,SVJS,SHRG.00.005,ELi liikmesriigid ja parteisüsteemid,0,0,5,3,0,0,0,1,0
K,SV,SVJS,SHRG.00.016,Kvalitatiivne analüüs,0,0,11,15,7,3,1,2,4
K,SV,SVJS,SHRG.00.023,Avaliku ja kolmanda sektori turundus,0,0,6,7,6,4,0,3,1
K,SV,SVJS,SHRG.00.035,Poliitikateooria probleemid ja vaidlused,0,0,11,10,12,1,0,1,5
K,SV,SVJS,SHRG.00.036,Poliitiline süsteem,0,0,9,6,5,3,2,6,1
K,SV,SVJS,SHRG.00.037,Rahvusvaheline kord,0,0,6,10,4,1,2,1,3
K,SV,SVJS,SHRG.02.002,Religioon ja poliitika,0,0,17,3,0,0,0,7,2
K,SV,SVJS,SHRG.02.005,Ajaloo- ja mälu poliitika,0,0,8,4,4,0,0,2,0
K,SV,SVJS,SHRG.02.022,Valimised ja poliitiline käitumine,0,0,3,5,2,0,1,2,3
K,SV,SVJS,SHRG.02.025,"E-valitsemise mõju mõõtmine: majanduslikud, poliitilised ja sotsiaalsed mõjud",0,0,28,9,9,0,0,1,3
K,SV,SVJS,SHRG.03.013,USA välispoliitika,0,0,10,13,2,0,1,0,0
K,SV,SVJS,SHRG.03.024,Kvantitatiivsed meetodid,0,0,6,6,2,1,1,2,0
K,SV,SVJS,SHRG.03.030,Endise NLiidu ruumi poliitilised süsteemid,0,0,26,6,0,0,0,1,2
K,SV,SVJS,SORG.00.027,Doktoritöö,14,0,0,0,0,0,0,0,0
K,SV,SVJS,SORG.00.030,Parteid ja parteisüsteemid,0,0,12,9,3,4,0,7,0
K,SV,SVJS,SORG.00.031,Poliitilised ideoloogiad,0,0,25,5,4,1,0,7,1
K,SV,SVJS,SORG.00.032,Režiimi siirded,0,0,1,8,7,2,5,6,2
K,SV,SVJS,SORG.00.034,Poliitiline geograafia,0,0,11,24,14,5,1,5,1
K,SV,SVJS,SORG.01.040,Projektijuhtimine,0,0,7,17,13,9,1,3,1
K,SV,SVJS,SORG.03.018,Demokraatia ja demokraatia institutsioonid,0,0,4,5,2,1,0,0,0
K,SV,SVJS,SORG.04.010,Julgeolekupoliitika,0,0,8,6,11,2,0,1,1
K,SV,SVJS,SORG.04.015,Läänemere regioon rahvusvahelistes suhetes,0,0,3,5,1,1,0,0,0
K,SV,SVJS,SORG.04.019,Euroopa integratsiooni teooriad,0,0,5,2,5,5,0,1,2
K,SV,SVJS,SORG.04.026,Konstruktivistlik teooria ja meetod,0,0,24,8,3,0,0,0,1
K,SV,SVJS,SORG.04.033,Euroopa Liidu - Vene suhted,0,0,12,9,1,0,0,1,1
K,SV,SVJS,SVJS.00.003,Julgeoleku väljakutsed Aasia Vaikse ookeani regioonis,0,0,4,3,4,1,2,0,1
K,SV,SVJS,SVJS.00.008,Käitumuslik poliitikakujundamine,0,0,3,4,1,1,0,0,0
K,SV,SVJS,SVJS.00.009,Kvalitatiivsed ja interpretatiivsed uurimismeetodid,0,0,14,11,11,8,1,4,0
K,SV,SVJS,SVJS.00.018,Euroopa Liidu ja Hiina vastastikused strateegiad,0,0,3,4,2,0,0,1,1
K,SV,SVJS,SVJS.00.021,Parempoolsed liikumised ja populism Euroopas,0,0,7,0,0,1,0,0,2
K,SV,SVJS,SVSV.00.001,Praktiline ökoinnovatsioon,14,0,0,0,0,0,0,0,1
K,SV,SVMJ,MJ00.00.012,Uurimus (Majandusteadus),4,3,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.013,Magistritöö,0,0,3,7,6,1,0,0,0
K,SV,SVMJ,MJ00.00.015,Doktoritöö,25,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.018,Uurimus,2,2,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.023,Bakalaureusetöö,0,0,0,0,2,1,0,0,0
K,SV,SVMJ,MJ00.00.024,Bakalaureuseseminar,21,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.025,Bakalaureuseeksam,0,0,0,1,1,1,0,1,2
K,SV,SVMJ,MJ00.00.027,Intellektuaalomandi alused,25,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.035,Bakalaureuseeksam,0,0,1,3,4,4,3,0,0
K,SV,SVMJ,MJ00.00.036,Majandusprobleemide kaasusanalüüs,0,0,3,33,13,4,1,0,0
K,SV,SVMJ,MJ00.00.047,Praktika,19,0,0,0,0,0,0,0,5
K,SV,SVMJ,MJ00.00.049,Doktoriseminar,7,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.051,Magistriseminar,59,2,0,0,0,0,0,0,6
K,SV,SVMJ,MJ00.00.054,Magistriseminar,18,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJ00.00.055,Magistritöö (strateegiline juhtimine),0,0,1,1,0,0,0,0,0
K,SV,SVMJ,MJCV.00.001,Projekti kirjutamise seminar,34,1,0,0,0,0,0,0,1
K,SV,SVMJ,MJCV.00.002,Sotsiaalse ettevõtluse alused,78,0,0,0,0,0,0,0,5
K,SV,SVMJ,MJCV.00.005,Ettevõtja baaskursuse praktika,10,0,0,0,0,0,0,0,1
K,SV,SVMJ,MJCV.00.006,Ettevõtlus ja innovatsioon,0,0,21,0,0,0,0,0,0
K,SV,SVMJ,MJCV.00.011,Ettevõtliku käitumise ja loova mõttetöö oskused,43,0,0,0,0,0,0,0,1
K,SV,SVMJ,MJCV.00.013,Magistritöö (Ettevõtlus ja tehnoloogia juhtimine),0,0,1,2,2,0,0,0,0
K,SV,SVMJ,MJCV.00.014,Ettevõtluse alused,124,8,0,0,0,0,0,0,3
K,SV,SVMJ,MJCV.00.027,Äriplaan,50,5,0,0,0,0,0,0,0
K,SV,SVMJ,MJCV.00.036,Praktiline väikeettevõtlus,3,0,0,0,0,0,0,0,2
K,SV,SVMJ,MJJV.02.083,Turunduse juhtimine,0,0,21,0,0,0,0,0,0
K,SV,SVMJ,MJJV.02.084,Rahvusvaheline turundus,0,0,14,4,0,0,0,0,0
K,SV,SVMJ,MJJV.02.097,Innovaatiliste toodete ja teenuste turundus,0,0,14,3,4,0,0,0,0
K,SV,SVMJ,MJJV.02.106,Turundus,0,0,10,21,12,4,0,1,0
K,SV,SVMJ,MJJV.03.124,Personalijuhtimine ja eestvedamine,17,0,0,0,0,0,0,0,1
K,SV,SVMJ,MJJV.03.134,Ärieetika alused,50,2,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.03.147,Personali juhtimine ja organisatsioonikäitumine,0,0,3,9,21,2,1,1,4
K,SV,SVMJ,MJJV.03.171,Innovaatiline organisatsioon ja personali juhtimine,0,0,10,7,5,0,1,0,0
K,SV,SVMJ,MJJV.03.172,Majandusinformatsiooni töötlemise põhialused,93,11,0,0,0,0,0,0,1
K,SV,SVMJ,MJJV.03.174,Meeskonnad organisatsioonis,42,1,0,0,0,0,0,0,1
K,SV,SVMJ,MJJV.03.184,Sissejuhatus ettevõtlusse,35,1,0,0,0,0,0,0,1
K,SV,SVMJ,MJJV.07.049,Operatsioonide ja protsesside juhtimine,20,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.07.061,Internetimarketing,26,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.07.102,Innovatsiooni alused,63,1,0,0,0,0,0,0,3
K,SV,SVMJ,MJJV.08.048,Strateegiline juhtimine,61,3,0,0,0,0,0,0,2
K,SV,SVMJ,MJJV.08.053,Strateegiline juhtimine,22,1,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.09.004,Audiitorkontroll,21,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.09.005,Majandusarvestus,0,0,12,10,1,1,0,1,1
K,SV,SVMJ,MJJV.09.009,Majandusarvestus,0,0,10,15,1,1,2,0,0
K,SV,SVMJ,MJJV.09.030,Majandusarvestus,0,0,14,7,3,0,0,0,3
K,SV,SVMJ,MJJV.09.045,Kulude juhtimine ja controlling,0,0,8,4,8,0,0,0,0
K,SV,SVMJ,MJJV.09.046,Ettevõtte kulude ja tulemuslikkuse juhtimine,0,0,11,8,2,0,0,0,2
K,SV,SVMJ,MJJV.10.005,Finantsjuhtimine,0,0,4,10,15,9,8,0,7
K,SV,SVMJ,MJJV.10.014,Panga funktsioonid,0,0,1,0,0,3,0,0,2
K,SV,SVMJ,MJJV.10.015,Finantsettevõtte majandustegevus,0,0,1,3,0,0,0,0,2
K,SV,SVMJ,MJJV.10.022,"Kinnisvaraturg ja -äri I, II",0,0,0,0,1,1,0,0,4
K,SV,SVMJ,MJJV.10.032,Finantsteenused,0,0,1,1,2,0,0,0,2
K,SV,SVMJ,MJJV.10.038,Kinnisvaraõigus,0,0,0,0,0,2,0,0,4
K,SV,SVMJ,MJJV.10.043,Pangandus,0,0,14,9,3,2,0,1,0
K,SV,SVMJ,MJJV.10.044,Ettevõtte rahandus ja investeeringud,0,0,0,0,0,1,3,6,0
K,SV,SVMJ,MJJV.10.055,Finantsjuhtimine,0,0,3,4,4,7,12,11,1
K,SV,SVMJ,MJJV.10.061,Ettevõtte väärtuse juhtimine,11,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.10.063,Eraisiku rahandus,12,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.10.067,Investeeringute analüüs,0,0,2,3,4,11,2,0,1
K,SV,SVMJ,MJJV.10.070,"Majandusarvestus I, II",0,0,0,0,2,1,0,0,3
K,SV,SVMJ,MJJV.10.071,Finantsmodelleerimine,11,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJJV.10.074,"Majandusõigus I, II",0,0,0,0,1,2,0,0,3
K,SV,SVMJ,MJJV.11.002,Ettevõtluse alused II,39,0,0,0,0,0,0,0,1
K,SV,SVMJ,MJJV.12.001,Finantsarvestus,0,0,11,3,1,3,0,0,0
K,SV,SVMJ,MJMJ.07.001,Strateegiline riskijuhtimine,18,0,0,0,0,0,0,0,0
K,SV,SVMJ,MJRI.01.032,Uurimismeetodid majanduses,0,0,8,5,6,3,1,4,0
K,SV,SVMJ,MJRI.01.040,Uurimis- ja analüüsimeetodid majanduses,0,0,12,17,8,4,0,0,3
K,SV,SVMJ,MJRI.01.042,Uurimis- ja analüüsimeetodid majanduses,77,1,0,0,0,0,0,0,4
K,SV,SVMJ,MJRI.02.074,Praktika majanduses,30,8,0,0,0,0,0,0,1
K,SV,SVMJ,MJRI.02.078,Ökonomeetria,37,3,0,0,0,0,0,0,3
