SEMESTER,AINE_VK,AINE_INST,AINEKOOD,AINE,vaartus_0,vaartus_1,vaartus_2,vaartus_3,vaartus_4,toomaht_0,toomaht_1,toomaht_2,toomaht_3,hinne_A,hinne_B,hinne_C,hinne_D,hinne_E,hinne_F,arvestatud,mittearvestatud,mitteilmunud
K,LT,LTOM,LOOM.02.055,Kultuurigeograafia,,,,6,11,,,15,2,16,,,,,,,,
K,LT,LTOM,LOOM.02.059,Transpordigeograafia,,2,3,3,,,1,5,2,,,,,,,8,,
K,LT,LTOM,LOOM.02.063,Kohaliku ja regionaalse arengu planeerimine,,,,4,14,,3,15,,12,3,2,1,,,,,
K,LT,LTOM,LOOM.02.065,Demograafia,1,,1,4,9,,,15,,6,5,2,2,,,,,
K,LT,LTOM,LOOM.02.093,Linnageograafia,,1,1,1,2,,,4,1,2,2,1,,,,,,
K,LT,LTOM,LOOM.02.124,Projektijuhtimine,,1,,5,18,,,24,,22,2,,,,,,,
K,LT,LTOM,LOOM.02.140,Loodus- ja keskkonnakaitse,,,2,3,9,,3,11,,5,7,2,,,,,,
K,LT,LTOM,LOOM.02.164,Keskkonna- ja sotsiaalse mõju hindamine,,1,1,4,7,,,12,1,10,1,2,,,,,,
K,LT,LTOM,LOOM.02.170,Mullateadus,,,2,6,26,,8,24,2,18,11,5,,,,,,
K,LT,LTOM,LOOM.02.190,Ehituse ja veemajanduse inseneralused,,,,1,5,,,6,,1,2,2,,,,,,1
K,LT,LTOM,LOOM.02.203,Üldmaateadus õpetajatele,,1,1,1,7,,2,8,,6,3,,,,,,,1
K,LT,LTOM,LOOM.02.207,Geograafia uurimissuunad ja -meetodid,,1,1,,3,,,5,,5,,,,,,,,
K,LT,LTOM,LOOM.02.238,Maateaduste alused II,,,,6,8,,,13,1,7,5,1,,1,,,,
K,LT,LTOM,LOOM.02.240,Meteoroloogia ja klimatoloogia alused,,,2,10,17,,21,8,,11,14,1,2,,,,,1
K,LT,LTOM,LOOM.02.254,Kaardiõpetus,,2,,4,3,,5,4,,,2,2,3,2,,,,
K,LT,LTOM,LOOM.02.258,"Geograafia, kommunikatsioon ja ruumiline mobiilsus",1,1,4,8,5,1,1,17,,11,8,,,,,,,
K,LT,LTOM,LOOM.02.328,Linnasüsteemide majandusgeograafia,,,,2,4,,2,4,,,5,,,,1,,,
K,LT,LTOM,LOOM.02.330,Sotsiaal-ruumilised muutused üleminekuühiskondade linnades,,,,,6,,3,3,,6,,,,,,,,
K,LT,LTOM,LOOM.02.333,Sissejuhatus ökotehnoloogiasse,,,,3,9,,,11,1,4,5,3,,,,,,
K,LT,LTOM,LOOM.02.346,Teadustöö alused,,,,3,4,,,7,,,,,,,,7,,
K,LT,LTOM,LOOM.02.349,Visuaalsete asukohaandmete andmekaeve,,,,,9,,,8,1,,,,,,,9,,
K,LT,LTOM,LOOM.03.010,Maateaduste alused I välipraktikum,,,,,6,,,6,,,,,,,,6,,
K,LT,LTOM,LOOM.03.055,Eesti geoloogiline ehitus,,,,1,5,,,6,,2,1,,2,1,,,,
K,LT,LTOM,LOOM.03.117,Geokeemia,,,,,5,,,5,,1,3,1,,,,,,
K,LT,LTOM,LOOM.03.118,Maavarad ja kaevandustehnoloogiad,,,,3,4,,,7,,3,1,3,,,,,,
K,LT,LTOM,LOOM.04.013,Üldine ja võrdlev zooloogia,,,,2,3,,4,1,,4,,1,,,,,,
K,LT,LTOM,LOOM.04.018,Eesti selgrootud,,,,4,5,,,9,,7,2,,,,,,,
K,LT,LTOM,LOOM.04.030,Zooloogilise nomenklatuuri alused,,1,,3,2,,,6,,1,,2,1,1,,,,
K,LT,LTOM,LOOM.04.036,Evolutsiooniline ökoloogia,,1,,3,5,,7,2,,1,3,2,3,,,,,
K,LT,LTOM,LOOM.04.083,Zooloogia välipraktikum,1,1,2,2,10,1,7,8,,,,,,,,16,,
K,LT,LTOM,LTOM.00.001,Bioloogia ning elustiku kaitse erialaseminar,,,,7,22,,2,26,1,,,,,,,28,1,
K,LT,LTOM,LTOM.00.007,Teadusandmete haldus ja publitseerimine,2,,,1,17,2,,18,,,,,,,,17,,
K,LT,LTOM,LTOM.01.006,Ökosüsteemide toimimine ja kaitse,,,,,10,,1,9,,7,2,,1,,,,,
K,LT,LTOM,LTOM.01.007,Ökoloogilise ruumianalüüsi praktikum,,,,1,7,,3,5,,,,,,,,8,,
K,LT,LTOM,LTOM.02.010,Planeerimise projekt,,1,2,4,9,,7,9,,11,4,,,,1,,,
K,LT,LTOM,LTOM.02.028,Erialakirjanduse seminar,,,,,5,,,4,1,,,,,,,5,,
K,LT,LTOM,LTOM.02.031,Rahvastiku ja asustuse geograafia,,,1,1,5,,1,6,,5,2,,,,,,,
K,LT,LTOM,LTOM.02.034,Vabavara QGIS geoinformaatika alustega,,,,,6,,,6,,,,,,,,5,1,
K,LT,LTOM,LTOM.02.035,Veebikaardid,,,,4,14,,1,15,2,,,,,,,18,,
K,LT,LTOM,LTOM.03.008,Hüdrogeokeemia ja põhjavee dünaamika,,,,3,6,,,9,,6,3,,,,,,,
K,LT,LTOM,LTOM.03.009,Geotehnoloogia- ja insenergeoloogia projekt,,,1,4,2,,,6,1,,,,,,,7,,
K,LT,LTOM,LTOM.04.004,Loomuuringute eetika,,,1,4,20,,,24,1,23,2,,,,,,,
K,LT,LTOM,LTOM.05.016,Rakendusbioloogia õpetajatele,,,,2,6,1,,7,,7,,,,,,,,1
K,LT,LTOM,LTOM.05.017,Geneetika ja evolutsioon õpetajatele,,,,1,5,,,5,1,6,,,,,,,,
K,LT,LTTI,LOTI.01.006,"Tehnoloogia ülekanne, tehnoloogiline ekspertiis",,,,3,5,,,8,,,,,,,,8,,
K,LT,LTTI,LOTI.05.028,Mikroprotsessorid,1,,1,3,5,1,1,8,,4,,1,,2,3,,,
K,LT,LTTI,LOTI.05.031,Magistriseminar arvutitehnikas ja robootikas,1,,,,10,,,10,1,,,,,,,6,,
K,LT,LTTI,LOTI.05.041,Digitaalne loogika,,,2,5,9,,,16,,11,,1,1,,,,,2
K,LT,LTTI,LOTI.05.042,Elektroonikaseadmete disain ja tootmine,3,,,4,17,2,,22,,4,13,1,2,,4,,,
K,LT,LTTI,LOTI.05.057,Robotitehnoloogia,,1,1,4,11,1,3,12,1,7,4,2,,,3,,,
K,LT,LTTI,LOTI.05.060,Nutilahenduste praktikum,3,2,,9,18,3,15,14,,,,,,,,19,9,4
K,LT,LTTI,LOTI.05.062,Juhtimissüsteemid,1,3,10,3,3,2,1,13,4,3,4,6,5,2,,,,
K,LT,LTTI,LOTI.05.064,Digitaalne signaalitöötlus,,5,,6,6,,17,,,2,3,2,5,1,2,,,2
K,LT,LTTI,LOTI.05.085,Manussüsteemid,,,2,5,2,,1,8,,3,2,,,1,3,,,
K,LT,LTTI,LOTI.05.086,Visuaalprogrammeerimine,,3,,7,10,,5,14,1,7,4,5,,,4,,,
K,LT,LTTI,LOTI.05.087,Arendusnädalavahetus48 I,,,,,7,1,1,5,,,,,,,,7,,
K,LT,LTTI,LTTI.00.001,Bakalaureusetöö loodusteadustes ja tehnoloogias,,,,1,11,,1,11,,5,2,2,,,,,,
K,LT,LTTI,LTTI.00.003,Sissejuhatus analüütilisse modelleerimisse,2,2,1,10,18,1,2,27,3,27,4,2,,,,,,
K,LT,LTTI,LTTI.00.005,Biomolekulaarne katalüüs ja signaaliülekanne,,2,4,2,10,,10,8,,3,3,4,4,1,3,,,
K,LT,LTTI,LTTI.00.006,Rakenduslik sünteetiline bioloogia,,1,1,2,4,,2,6,,8,,,,,,,,
K,LT,LTTI,LTTI.00.007,Sünteetilise bioloogia praktikum I,,1,,1,13,,4,11,,7,4,1,,,,,,1
K,LT,LTTI,LTTI.00.012,Laboratoorsed projektid,,1,,1,18,,2,18,,,,,,,,20,,
K,LT,LTTI,LTTI.00.016,Bioinformaatika biotehnoloogidele,,1,2,4,12,,2,14,3,4,5,1,6,3,,,,
K,LT,LTTI,LTTI.00.017,Kaasaegsed laboritehnikad,,2,3,9,7,,3,17,1,4,8,4,4,1,,,,
K,LT,LTTI,LTTI.00.019,Sissejuhatus digitaalsesse pilditöötlusse,,,3,2,8,,1,12,,10,3,,,,,,,
K,LT,LTTI,LTTI.00.020,Lõputöö seminar biotehnoloogia ja robootika erialal,,,,,8,,,8,,2,3,2,1,,,,,
K,LT,LTTI,LTTI.00.024,Metabolismi optimeerimine ja genoomi disain,,1,1,1,3,,1,5,,3,2,1,,,,,,
K,LT,LTTI,LTTI.00.032,Masinõpe sünteetilises bioloogias,,,,,6,,,6,,4,2,,,,,,,
K,LT,LTTI,LTTI.00.035,Kultiveerimise ja fermentatsiooni praktikum,,,1,1,5,,,6,1,,,,,,,7,,
K,LT,LTTI,LTTI.00.036,Icosageni sponsoreeritud praktiline kursus,,,,,7,,,7,,,,,,,,7,,
K,LT,LTTI,LTTI.00.040,Digitaalne signaalitöötlus,,1,,5,9,1,2,11,1,12,,1,2,,,,,
K,LT,LTTO,LTTO.00.001,Universum!,,1,,12,41,1,1,46,6,,,,,,,52,2,
K,LT,LTTO,LTTO.00.002,Keskkonnakaugseire I,,,,1,8,,,9,,6,1,1,,,,,,1
K,MV,MVBS,ARAN.01.038,Anatoomia,,,,4,97,,25,74,2,63,30,6,1,,1,,,
K,MV,MVBS,ARAN.01.039,Anatoomia,,,1,,19,,2,17,1,13,6,,1,,,,,
K,MV,MVBS,ARAN.02.005,Histoloogia,,,1,19,85,,5,95,5,,,,,,,105,,
K,MV,MVBS,ARAN.02.024,Histoloogia,,,1,4,11,,,16,,,,,,,,16,,
K,MV,MVBS,ARAN.03.014,Regionaalne ja kliiniline anatoomia,,,,3,14,,6,8,3,,,,,,,17,,
K,MV,MVBS,ARBK.01.003,Meditsiiniline biokeemia,,1,1,1,8,1,4,6,,,,,,,,10,,
K,MV,MVBS,ARBK.01.020,Joogid ja tervis: biokeemilis-meditsiinilised aspektid,,1,1,12,21,,1,30,4,,,,,,,35,,
K,MV,MVBS,ARBK.01.029,Biokeemia,2,1,4,39,72,1,40,75,2,,,,,,,117,1,
K,MV,MVBS,ARBK.01.030,Meditsiiniline biokeemia,,,2,16,78,,13,82,1,50,24,14,6,,1,,,
K,MV,MVBS,ARBS.00.005,"Söömisest, joomisest ja informatsioonist",,,,6,21,,,24,3,,,,,,,27,,
K,MV,MVBS,ARFR.02.037,Farmakoloogia ja toksikoloogia,2,,4,13,94,4,62,47,,25,50,31,7,,,,,
K,MV,MVBS,ARFR.02.042,Farmakoloogia,,,,7,8,,3,12,,10,4,1,,,,,,
K,MV,MVBS,ARFR.02.051,Farmakoloogia,,,,,23,,9,14,,8,3,4,8,,,,,
K,MV,MVBS,ARFR.03.018,Kliiniline farmakoloogia,,,1,3,7,,1,10,,,,,,,,11,,
K,MV,MVBS,ARFR.03.019,Kliiniline farmakoloogia,,1,3,13,29,,,45,1,,,,,,,46,,
K,MV,MVBS,ARFS.01.016,Inimese füsioloogia,,1,,4,7,1,2,9,,4,5,1,1,1,,,,
K,MV,MVBS,ARFS.01.030,Inimese füsioloogia,1,,2,4,125,1,11,119,1,26,42,41,20,2,,,,
K,MV,MVBS,ARFS.01.032,Inimese füsioloogia,,,,3,10,,3,10,,4,4,5,,,,,,
K,MV,MVBS,ARFS.01.061,Hingamise funktsionaalsed uuringud,,,,1,13,,,13,1,,,,,,,14,,
K,MV,MVBS,ARFS.01.063,Inimese füsioloogia,,,,2,15,,,16,1,6,3,6,1,1,,,,
K,MV,MVBS,ARFS.01.078,Normaalne ja patoloogiline anatoomia ja füsioloogia,,,3,10,19,,15,17,,12,10,6,4,,,,,
K,MV,MVBS,ARMB.00.001,Meditsiiniline mikrobioloogia,,,,5,19,,8,16,,11,5,6,2,,,,,
K,MV,MVBS,ARMB.01.004,Meditsiiniline mikrobioloogia,,,1,6,12,1,7,11,,5,9,4,1,,,,,
K,MV,MVBS,ARMB.01.020,Meditsiiniline mikrobioloogia,3,8,11,44,90,3,100,51,2,18,58,43,27,9,,,,
K,MV,MVBS,ARMB.01.041,Suguteedeinfektsioonide mikrobioloogia,,1,2,12,44,,,55,4,,,,,,,59,,
K,MV,MVBS,ARMP.01.024,Meditsiini geneetika,1,2,6,6,3,,11,6,1,,,,,,,18,,
K,MV,MVBS,ARMP.01.026,Inimese molekulaarne ja kliiniline geneetika,1,4,4,14,20,1,19,21,2,28,9,4,2,,,,,
K,MV,MVBS,ARMP.01.029,Bioloogia,,2,1,18,72,1,29,62,1,,,,,,,91,1,1
K,MV,MVBS,ARMP.01.030,Geneetika,,,,8,7,,2,13,,8,7,,,,,,,
K,MV,MVBS,ARMP.01.034,Bioloogia,,,1,3,14,,5,13,,,,,,,,17,,
K,MV,MVBS,ARMP.02.016,Immunoloogia,,,2,3,4,,3,6,,,,,,,,9,,
K,MV,MVBS,ARMP.03.031,Patofüsioloogia,,,2,3,4,,,9,,,,,,,,9,,
K,MV,MVBS,ARMP.03.035,Biotehnoloogia,,,1,4,7,,,12,,,,,,,,12,,
K,MV,MVBS,ARPA.01.023,Patoloogiline anatoomia,,4,9,15,6,1,21,11,1,,,,,,,34,,
K,MV,MVBS,ARPA.02.002,Kohtuarstiteadus,,1,,6,5,,,12,,,,,,,,12,,
K,MV,MVBS,ARPA.02.012,Kohtuarstiteadus,1,,3,14,21,1,,36,2,,,,,,,39,,
K,MV,MVBS,MVBS.00.003,Füsioloogia ja patoloogia,,,,1,7,,2,6,,4,4,,,,,,,
K,MV,MVBS,MVBS.07.002,Patofüsioloogia,,,5,5,5,1,7,7,,6,8,1,,,,,,
K,MV,MVBS,MVBS.07.003,Patofüsioloogia I,,3,12,28,48,1,6,81,3,,,,,,,91,,
K,MV,MVCM,ARAI.01.043,Anestesioloogia ja intensiivravi,,,,4,11,,,13,2,,,,,,,15,,
K,MV,MVCM,ARAI.01.045,Anestesioloogia ja intensiivravi,,,,1,38,,1,36,2,,,,,,,39,,
K,MV,MVCM,ARAI.01.054,Kriitilised seisundid erakorralises meditsiinis,2,,3,11,14,1,4,23,2,,,,,,,30,,
K,MV,MVCM,ARHO.01.029,Radioloogia,,,2,4,8,,1,12,1,,,,,,,14,,
K,MV,MVCM,ARHO.01.033,"Radioloogia (uurimismeetodid, radio-anatoomia, kliinilise radioloogia algkursus)",1,,,7,78,4,5,75,2,,,,,,,,,
K,MV,MVCM,ARHO.02.002,Onkoloogia,1,2,2,5,9,3,,16,,,,,,,,19,,
K,MV,MVCM,ARHO.02.004,Hematoloogia,2,2,2,6,26,1,4,29,4,,,,,,,,,
K,MV,MVCM,ARKA.01.044,Kardioloogia,,,,1,17,,2,16,,,,,,,,,,
K,MV,MVCM,ARKA.01.046,Sissejuhatus EKG tõlgendamisel,,,1,3,78,,4,76,2,,,,,,,81,,1
K,MV,MVCM,ARKA.01.072,Kardioloogia,1,,1,4,32,,3,34,1,,,,,,,,,
K,MV,MVCM,ARKI.01.004,Esmaabi,1,,1,3,5,,,8,2,,,,,,,10,,
K,MV,MVCM,ARKI.01.009,Üldkirurgia,1,,,10,31,2,1,39,,,,,,,,,,
K,MV,MVCM,ARKI.02.029,Uroloogia,,1,1,7,9,,5,13,,,,,,,,,,
K,MV,MVCM,ARKI.02.030,Lastekirurgia,,,1,5,20,,2,24,,,,,,,,,,
K,MV,MVCM,ARKI.02.031,Üld- ja abdominaalkirurgia,1,2,,8,21,2,2,27,1,,,,,,,,,
K,MV,MVCM,ARKI.02.034,Aktuaalsed teemad abdominaalkirurgias,,,,1,7,,,8,,,,,,,,8,,
K,MV,MVCM,ARKI.02.040,Veresoontekirurgia,1,1,2,7,13,3,,20,1,,,,,,,,,
K,MV,MVCM,ARKR.01.024,"Kuulmis-ja kõneelundite anatoomia, füsioloogia ja patoloogia",,,,3,12,,1,14,,,,,,,,15,,
K,MV,MVCM,ARKR.01.028,Kõrva-nina-kurguhaigused,1,3,5,19,21,1,9,38,1,15,15,12,2,3,,,,
K,MV,MVCM,ARKS.01.024,Pulmonoloogia ja torakaalkirurgia,,,1,7,24,,6,25,1,,,,,,,,,
K,MV,MVCM,ARLA.01.025,Lasteneuroloogia,1,,,2,3,1,,5,,,,,,,,5,,
K,MV,MVCM,ARLA.01.032,Laste pärilikud haigused ja neurodegeneratsioon,,,,1,4,,,4,1,,,,,,,5,,
K,MV,MVCM,ARLA.01.033,Miks ja mille suhtes oleme allergilised?,,1,,2,8,,,10,1,,,,,,,11,,
K,MV,MVCM,ARLA.01.035,Lastehaigused,,,,6,9,,4,11,,5,9,,1,,,,,
K,MV,MVCM,ARLA.01.042,Lastehaigused,,,,11,42,,8,41,4,24,24,5,,,,,,
K,MV,MVCM,ARNH.01.002,Naha- ja suguhaigused,,,,2,7,,2,7,,,,,,,,9,,
K,MV,MVCM,ARNH.01.029,Päike ja nahk,,,1,4,14,1,,18,,,,,,,,19,,
K,MV,MVCM,ARNH.01.033,Naha- ja suguhaigused,,,1,11,39,1,11,39,,31,19,1,,,,,,
K,MV,MVCM,ARNR.01.028,Neuroloogia alused,,,,3,26,,4,25,,,,,,,,29,,
K,MV,MVCM,ARNR.01.032,Neuroloogia,,3,,7,22,3,10,19,,22,6,2,2,,,,,
K,MV,MVCM,ARNR.01.036,Neuroloogia ja neurokirurgia,,,,12,31,2,5,34,2,30,5,6,2,,,,,
K,MV,MVCM,ARNS.01.032,Naistehaigused ja sünnitusabi,,1,,10,37,,7,41,,22,17,9,,,,,,
K,MV,MVCM,ARPS.01.006,Lapse ja nooruki psühhopatoloogia,,,,2,22,,,23,1,3,8,8,5,,,,,
K,MV,MVCM,ARPS.01.008,Kohtupsühhiaatria,,,,3,14,,,17,,,,,,,,17,,
K,MV,MVCM,ARPS.01.078,Psühhiaatria,1,1,6,14,32,1,3,48,2,35,12,5,1,1,,,,
K,MV,MVCM,ARPS.01.082,Erakorraline psühhiaatria I,,,2,4,15,,,16,5,,,,,,,21,,
K,MV,MVCM,ARSI.01.002,Silmahaigused,1,1,5,6,21,1,2,30,1,24,9,1,,,,,,
K,MV,MVCM,ARSK.00.027,Immuniseerimise valikaine,,,,,7,,,7,,,,,,,,7,,
K,MV,MVCM,ARSK.01.030,Endokrinoloogia,,,,3,34,,2,35,,4,12,11,6,4,,,,
K,MV,MVCM,ARSK.01.032,Nefroloogia,,2,2,12,11,,7,19,1,,,,,,,,,
K,MV,MVCM,ARSK.01.033,Sisehaigused,,,,4,5,,7,1,1,3,3,2,1,,,,,
K,MV,MVCM,ARSK.01.034,Gastroenteroloogia,,2,10,14,8,2,11,20,1,,,,,,,,,
K,MV,MVCM,ARSK.01.039,Reumatoloogia,,1,,6,23,,9,20,1,,,,,,,,,
K,MV,MVCM,ARSK.01.057,Geriaatria algkursus,1,1,2,7,14,,7,18,,,,,,,,,,
K,MV,MVCM,ARSK.03.007,Laboratoorne meditsiin,1,,,12,48,2,7,52,,3,17,24,16,1,,,,
K,MV,MVCM,ARSK.03.012,Laboratoorne meditsiin,1,1,1,2,16,,6,14,1,,,,,,,,,
K,MV,MVCM,ARSK.03.016,Proovivõtt ja selle kvaliteedi tagamine,,,,2,9,,,11,,,,,,,,11,,
K,MV,MVCM,ARSK.04.001,Infektsioonhaigused,,1,,11,19,1,4,25,1,,,,,,,,,
K,MV,MVCM,ARSK.04.002,Infektsioonhaigused,,,,,14,,,13,1,,,,,,,,,
K,MV,MVCM,ARSK.05.005,Sisehaiguste propedeutika,,,,,5,,,4,1,,,,,,,,,
K,MV,MVCM,ARSK.05.006,"Sisehaiguste propedeutika (osa ainest ""Diagnostika alused"")",1,,,6,47,2,7,45,,,,,,,,,,
K,MV,MVCM,ARSK.05.009,Geriaatria,,,1,4,7,,,12,,,,,,,,12,,
K,MV,MVCM,ARSM.00.011,Sporditraumatoloogia,,,,6,7,,,13,,,,,,,,13,,
K,MV,MVCM,ARSM.00.013,Taastusravi,1,1,3,10,16,2,1,28,,,,,,,,31,,
K,MV,MVCM,ARSM.01.044,Spordimeditsiin,,,3,21,22,1,3,42,,,,,,,,,,
K,MV,MVCM,ARSM.01.045,"Spordimeditsiin, harrastusspordi võlud ja valud 2",,,,,5,,,5,,,,,,,,5,,
K,MV,MVCM,ARSM.01.060,Spordimeditsiin,,,,6,15,,2,17,2,10,7,3,,1,,,,
K,MV,MVCM,ARTO.01.018,Traumatoloogia ja ortopeedia,,3,8,15,13,3,,32,4,,,,,,,,,
K,MV,MVCM,ARTO.01.021,Traumatoloogia ja ortopeedia,,3,1,10,5,2,3,13,1,10,8,1,,,,,,
K,MV,MVCM,MVCM.18.001,Kliiniline geneetika,,,,2,13,,2,13,,,,,,,,15,,
K,MV,MVFA,ARFA.01.077,Farmakognoosia III,,1,3,7,8,,6,13,,9,9,1,,,,,,
K,MV,MVFA,ARFA.01.082,Sotsiaalfarmaatsia ja ravimite ohutus,,,,,6,,,6,,,,,,,,6,,
K,MV,MVFA,ARFA.01.110,Sissejuhatus üldapteegi tegevusse,,,1,6,10,,1,16,,,,,,,,16,1,
K,MV,MVFA,ARFA.01.115,Kliiniline farmaatsia,,,,,7,,2,5,,,5,2,,,,,,
K,MV,MVFA,ARFA.02.044,Farmatseutiline kaubatundmine,1,,,2,9,1,1,10,,,,,,,,12,,
K,MV,MVFA,ARFA.02.060,Lõpueksam,1,,,,12,,1,12,,2,6,4,1,,,,,
K,MV,MVFA,ARFA.02.080,Arvutusülesanded farmatseutilises analüüsis,,,,3,2,,,3,2,,,,,,,5,,
K,MV,MVFA,ARFA.02.099,Analüütiline keemia,,,1,5,7,,2,11,,,1,1,2,5,3,,,1
K,MV,MVFA,ARFA.02.103,Farmatseutilised abiained,,,,2,12,,,14,,,,,,,,14,,
K,MV,MVFA,ARFA.02.109,Farmatseutiline keemia I,,1,1,,3,,3,2,,,1,2,1,1,,,,
K,MV,MVFA,ARFA.02.113,Farmatseutiline tehnoloogia,,,,8,10,,2,16,,,,,,,,18,,
K,MV,MVFA,ARFA.02.123,Raviainete metabolism,,,1,3,2,1,2,3,,,1,4,,1,,,,
K,MV,MVFA,ARFA.02.144,Biofarmaatsia,,,,2,7,,2,7,,,,,,,,9,,
K,MV,MVFA,MVFA.00.019,Ravimitest maakeeli,2,1,5,14,54,2,,67,7,,,,,,,73,3,
K,MV,MVMV,AR00.00.049,Doktoriseminar III,,1,,5,6,1,,10,1,,,,,,,12,,
K,MV,MVMV,AR00.00.050,Doktoriseminar IV,3,,1,2,2,4,,4,,,,,,,,8,,
K,MV,MVMV,AR00.00.088,Sõja- ja katastroofimeditsiin,1,,,1,29,,2,28,1,,,,,,,31,,
K,MV,MVMV,MV00.00.012,Doktoriseminar II,,,,2,5,1,,6,,,,,,,,7,,
K,MV,MVMV,MVMV.00.002,Ettevõtluse võimalusest meditsiiniteadustes,1,,,2,9,1,,10,1,,,,,,,11,1,
K,MV,MVPT,AROT.00.060,Terviseökonoomika alused õendusjuhtidele,,,,1,13,,,14,,14,,,,,,,,
K,MV,MVPT,AROT.00.061,Meditsiiniõiguse alused õendusjuhtidele,,,1,5,3,,1,8,,,,,,,,9,,
K,MV,MVPT,AROT.00.069,Õppemeetodid õenduses,,,,1,12,,,13,,,,,,,,13,,
K,MV,MVPT,AROT.01.041,Õendustoimingud,,,1,8,93,2,1,92,7,,,,,,,102,,
K,MV,MVPT,ARPO.00.020,Esmatasandi meditsiin,,,1,9,12,,,20,2,,,,,,,22,,
K,MV,MVPT,ARPO.01.031,Perearstiteadus,,2,3,18,35,1,2,53,2,31,22,5,,,,,,
K,MV,MVPT,ARPO.01.032,Perearstiteadus I,,1,4,28,67,1,1,85,13,,,,,,,100,,
K,MV,MVPT,ARTH.01.095,Keskkonna- ja töötervishoid,,,,1,8,,2,7,,,,,,,,9,,
K,MV,MVPT,ARTH.01.099,Keskkonna- ja töötervishoid,,1,2,11,6,,2,18,,12,5,2,1,,,,,
K,MV,MVPT,ARTH.02.001,Meditsiinieetika,,,2,10,14,,,26,,24,2,,,,,,,
K,MV,MVPT,ARTH.02.055,Meditsiiniteooria ja -eetika,1,5,11,31,50,1,26,69,2,85,11,1,1,,,,,
K,MV,MVPT,ARTH.02.056,Meditsiiniajalugu,,,6,26,91,1,2,114,6,,,,,,,122,1,
K,MV,MVPT,ARTH.02.076,Meditsiiniajalugu,,,1,4,14,,,18,1,16,3,,,,,,,
K,MV,MVPT,ARTH.02.080,Magistriseminar,,,,,12,,1,11,,,,,,,,12,,
K,MV,MVPT,ARTH.02.081,Tervishoiukorraldus ja tervishoiuökonoomika,,6,6,10,13,,14,21,,,,,,,,35,,
K,MV,MVPT,ARTH.02.082,Suhtlemise ja tervisekäitumise alused,2,4,10,30,43,3,6,76,4,,,,,,,89,,
K,MV,MVPT,ARTH.03.022,Biostatistika II,,,,2,11,,,13,,,,,,,,13,,
K,MV,MVPT,ARTH.03.029,Biostatistika meetodid rahvatervishoius,,,,1,6,,,7,,2,3,2,,,,,,
K,MV,MVPT,ARTH.03.043,Nakkushaiguste epidemioloogia ja seire,,,,,8,,1,7,,2,1,4,1,,,,,
K,MV,MVPT,ARTH.03.046,Uuringute kavandamine terviseteadustes,,,,2,7,,,9,,9,,,,,,,,
K,MV,MVPT,ARTH.04.024,Suitsetamine ja tervis,1,,,1,9,,2,9,,,,,,,,11,,
K,MV,MVPT,ARTH.04.044,Tervise edendamine,,1,4,8,2,,6,8,1,5,8,2,,,,,,
K,MV,MVPT,MVPT.01.006,Balint-grupp arstitudengitele: supervisiooni ja refleksiooni õppimise üks võimalus,,,,3,4,,,6,1,,,,,,,6,1,
K,MV,MVPT,MVPT.02.003,Uurimismetoodika õendusteaduses II,,,,3,5,,,7,1,,,,,,,8,,
K,MV,MVPT,MVPT.02.006,Teadustöö metodoloogilised alused,,,,2,12,1,9,4,,,,,,,,13,1,
K,MV,MVPT,MVPT.02.007,Kvalitatiivsete andmete kogumine ja analüüs,,,,2,11,,1,12,,,,,,,,13,,
K,MV,MVPT,MVPT.02.008,Kvantitatiivsete andmete kogumine ja analüüs,,2,,4,3,,3,6,,1,3,5,,,,,,
K,MV,MVPT,MVPT.02.012,Kommunikatsioonijuhtimine õendusjuhtimises ja -hariduses,,,,1,13,,,14,,,,,,,,14,,
K,MV,MVPT,MVPT.02.014,Projektijuhtimine tervishoius,1,,1,4,6,,,12,,,,,,,,12,,
K,MV,MVPT,MVPT.02.015,Õendusjuhtimine,1,1,1,5,2,2,2,6,,,5,3,2,,,,,
K,MV,MVPT,MVPT.02.016,Õenduse didaktika,,,,,10,,,10,,4,3,2,,1,,,,
K,MV,MVPT,MVPT.02.021,Doktoriseminarid,,,,,7,,,7,,,,,,,,7,,
K,MV,MVSF,KKSB.00.011,Bakalaureusetöö füsioteraapia erialal,,,,2,7,,3,6,,5,3,1,,,,,,
K,MV,MVSF,KKSB.01.004,Kehaliste harjutuste bioloogia,,,,4,17,,1,20,,3,7,7,4,,,,,
K,MV,MVSF,KKSB.01.034,Tervislik liikumisharrastus,,1,1,5,20,1,,25,1,,,,,,,26,1,
K,MV,MVSF,KKSB.01.035,Sportlase pikaajaline areng,,,,3,2,,1,4,,,,,,,,4,1,
K,MV,MVSF,KKSB.01.036,Tervislik liikumisharrastus,,1,,,16,,,15,2,,,,,,,17,,
K,MV,MVSF,KKSB.02.010,"Toit, toitumine ja sportlik saavutusvõime",,,1,1,26,,4,23,1,8,11,8,,,1,,,
K,MV,MVSF,KKSB.02.046,Füsioloogia,,1,,13,37,,22,29,,6,10,13,9,12,1,,,
K,MV,MVSF,KKSB.03.019,Biomehaanika ja ergonoomika,,,8,27,16,1,3,47,,8,11,22,7,3,,,,
K,MV,MVSF,KKSB.05.028,Füsioterapeutiline hindamine,,,,,20,,,19,1,,,,,,,20,,
K,MV,MVSF,KKSB.05.029,Massaaž,,,,4,24,1,,23,4,,,,,,,28,,
